code,label
5-449.k,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Einlegen oder Wechsel einer nicht selbstexpandierenden Prothese
5-449.m,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Entfernung einer nicht selbstexpandierenden Prothese
5-449.n,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers
5-449.n0,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Implantation oder Wechsel eines Magenschrittmachers, mit offen chirurgischer/-m Implantation oder Wechsel der Sonden"
5-449.n1,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Implantation oder Wechsel eines Magenschrittmachers, mit laparoskopischer/-m Implantation oder Wechsel der Sonden"
5-449.n2,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Implantation oder Wechsel eines Magenschrittmachers, mit Implantation oder Wechsel der Sonden durch Umsteigen von laparoskopischen auf offen chirurgische Verfahren"
5-449.n3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Wechsel eines Magenschrittmachers ohne Wechsel der Sonden
5-449.n4,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers, offen chirurgisch"
5-449.n5,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers, laparoskopisch"
5-449.n6,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation oder Wechsel eines Magenschrittmachers oder Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers: Wechsel von Sonden eines Magenschrittmachers ohne Wechsel des Magenschrittmachers, durch Umsteigen von laparoskopischen auf offen chirurgische Verfahren"
5-449.p,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Revision oder Entfernung von Sonden eines Magenschrittmachers
5-449.q,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Revision oder Entfernung des Aggregats eines Magenschrittmachers
5-449.s,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Geweberaffung oder Gewebeverschluss durch einen auf ein Endoskop aufgesteckten ringförmigen Clip
5-449.t,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Blutstillung durch Auftragen absorbierender Substanzen
5-449.u,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Entfernung von Clips durch elektrische Desintegration
5-449.v,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Blutstillung durch Auftragen von Peptid-Hydrogel bildenden Substanzen
5-449.w,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Implantation von Bestrahlungsmarkern
5-449.x,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Sonstige
5-449.y,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Nicht näher bezeichnet
5-44a,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen
5-44a.0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Endoskopische Stentfixierung durch einen auf ein Endoskop aufgesteckten ringförmigen Clip
5-44a.1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Implantation oder Wechsel eines Antirefluxsystems mit Widerlager
5-44a.10,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Implantation oder Wechsel eines Antirefluxsystems mit Widerlager: Offen chirurgisch
5-44a.11,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Implantation oder Wechsel eines Antirefluxsystems mit Widerlager: Laparoskopisch
5-44a.12,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Implantation oder Wechsel eines Antirefluxsystems mit Widerlager: Umsteigen laparoskopisch - offen chirurgisch
5-44a.2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Revision oder Entfernung eines Antirefluxsystems mit Widerlager
5-44a.20,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Revision oder Entfernung eines Antirefluxsystems mit Widerlager: Offen chirurgisch
5-44a.21,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Revision oder Entfernung eines Antirefluxsystems mit Widerlager: Laparoskopisch
5-44a.22,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Revision oder Entfernung eines Antirefluxsystems mit Widerlager: Umsteigen laparoskopisch - offen chirurgisch
5-44a.3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Weitere Operationen am Magen: Endoskopische Wiedereröffnung einer Prothese
5-45,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm"
5-450,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes"
5-450.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes: Duodenum"
5-450.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes: Jejunum oder Ileum"
5-450.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes: Kolon"
5-450.3,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes: Perkutan-endoskopische Jejunostomie (PEJ)"
5-450.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes: Sonstige"
5-450.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Inzision des Darmes: Nicht näher bezeichnet"
5-451,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes"
5-451.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision intraluminaler Membranen"
5-451.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Sonstige Exzision, offen chirurgisch"
5-451.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, laparoskopisch"
5-451.4,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Destruktion, offen chirurgisch"
5-451.5,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Destruktion, laparoskopisch"
5-451.7,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik)"
5-451.70,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Exzision ohne weitere Maßnahmen"
5-451.71,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Polypektomie von 1-2 Polypen mit Schlinge"
5-451.72,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Polypektomie von mehr als 2 Polypen mit Schlinge"
5-451.73,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Endoskopische Mukosaresektion"
5-451.74,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Endoskopische submukosale Dissektion [Endoskopische submukosale Dissektion]"
5-451.75,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Endoskopische Vollwandexzision [Endoscopic full-thickness resection (endoskopische transmurale Vollwandexzision)]"
5-451.7x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, einfach (Push-Technik): Sonstige"
5-451.8,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, Push-and-pull-back-Technik"
5-451.80,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, Push-and-pull-back-Technik: Exzision ohne weitere Maßnahmen"
5-451.81,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, Push-and-pull-back-Technik: Polypektomie von 1-2 Polypen mit Schlinge"
5-451.82,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, Push-and-pull-back-Technik: Polypektomie von mehr als 2 Polypen mit Schlinge"
5-451.83,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, Push-and-pull-back-Technik: Endoskopische Mukosaresektion"
5-451.8x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, Push-and-pull-back-Technik: Sonstige"
5-451.9,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Destruktion, endoskopisch, einfach (Push-Technik)"
5-451.a,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Destruktion, endoskopisch, Push-and-pull-back-Technik"
5-451.b,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Anzahl der Polypen mit mindestens 2 cm Durchmesser"
5-451.b0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Anzahl der Polypen mit mindestens 2 cm Durchmesser: 1 Polyp"
5-451.b1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Anzahl der Polypen mit mindestens 2 cm Durchmesser: 2 oder mehr Polypen"
5-451.c,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, motorisierte Spiral-Endoskopie"
5-451.c0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, motorisierte Spiral-Endoskopie: Exzision ohne weitere Maßnahmen"
5-451.c1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, motorisierte Spiral-Endoskopie: Polypektomie von 1-2 Polypen mit Schlinge"
5-451.c2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, motorisierte Spiral-Endoskopie: Polypektomie von mehr als 2 Polypen mit Schlinge"
5-451.c3,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision, Resektion und Anastomose an Dünn- und Dickdarm: Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes: Exzision, endoskopisch, motorisierte Spiral-Endoskopie: Endoskopische Mukosaresektion"
